================================================================================
Spectrum 112
================================================================================

Spectrum Information:
--------------------------------------------------------------------------------
Precursor m/z: 577.2896
Precursor charge: 2+
Ground truth: IATGDWFTSR
Ground truth (normalized): IATGDWFTSR

Beam Search Results:
--------------------------------------------------------------------------------
Total candidates: 1000
Passed mass check: 1
Used for reranking: 1

Candidate Statistics:
--------------------------------------------------------------------------------
Total candidates: 1000
Passed mass check: 1 (0.1%)
Database matches: 0 (0.0%)
Prosit predictions: 1 (0.1%)
Failed: 0 (0.0%)

Ground Truth Analysis:
--------------------------------------------------------------------------------
Ground truth found: ✗ (not in top 1000 candidates)

All 1000 Candidates (sorted by similarity):
------------------------------------------------------------------------------------------------------------------------
Rank  Peptide                  Similarity  Source      BeamScore   Mass        Pass    Correct
------------------------------------------------------------------------------------------------------------------------
1     +42.011QELDPAAVLR        0.4002      Prosit      -8.8707     1152.6139   ✓       
897   +42.011QDSDPAAVLR        -1.0000     NotChecked  -9.9519     1112.5462   ✗       
898   +42.011FLDPAAVLR         -1.0000     NotChecked  -9.9549     1042.5811   ✗       
899   -17.027QHLDGAAVGR        -1.0000     NotChecked  -9.9575     1005.4992   ✗       
900   QSSDPAAVGR               -1.0000     NotChecked  -9.9576     986.4781    ✗       
901   QSSDPAAVLR               -1.0000     NotChecked  -9.9582     1042.5407   ✗       
902   -17.027QPLDPAAHLR        -1.0000     NotChecked  -9.9601     1099.5774   ✗       
903   -17.027QLADPAAVLR        -1.0000     NotChecked  -9.9604     1035.5713   ✗       
904   -17.027QDDPAAVLR         -1.0000     NotChecked  -9.9606     966.4771    ✗       
905   -17.027QLDPAAVGK         -1.0000     NotChecked  -9.9616     880.4654    ✗       
906   +43.006QPLDPAAVLR        -1.0000     NotChecked  -9.9620     1121.6193   ✗       
907   -17.027QSLTPAAVLR        -1.0000     NotChecked  -9.9623     1037.5869   ✗       
908   -17.027QLDPAAVLK         -1.0000     NotChecked  -9.9623     936.5280    ✗       
909   -17.027SLDPAAHLR         -1.0000     NotChecked  -9.9625     961.4981    ✗       
910   -17.027QHLDPAAPLK        -1.0000     NotChecked  -9.9626     1071.5713   ✗       
911   +42.011QHLDPAAVGR        -1.0000     NotChecked  -9.9626     1104.5676   ✗       
912   QLTDPAAVLR               -1.0000     NotChecked  -9.9634     1082.6084   ✗       
913   +43.006SLDPAAVLR         -1.0000     NotChecked  -9.9643     983.5400    ✗       
914   -17.027ELEPAAVLR         -1.0000     NotChecked  -9.9648     979.5338    ✗       
915   +42.011PLDPAAVLR         -1.0000     NotChecked  -9.9650     992.5655    ✗       
916   -17.027LSPAAVGR          -1.0000     NotChecked  -9.9663     752.4181    ✗       
917   +42.011YSDPAAVLR         -1.0000     NotChecked  -9.9668     1032.5240   ✗       
918   -17.027LSPAAVLR          -1.0000     NotChecked  -9.9669     808.4807    ✗       
919   -17.027QSLDPAAYGR        -1.0000     NotChecked  -9.9669     1059.4985   ✗       
920   -17.027ALDPAAVLK         -1.0000     NotChecked  -9.9671     879.5066    ✗       
921   -17.027HLSPAAPLR         -1.0000     NotChecked  -9.9672     943.5240    ✗       
922   -17.027QSLDPAAYLR        -1.0000     NotChecked  -9.9676     1115.5611   ✗       
923   QFLDPAAVGR               -1.0000     NotChecked  -9.9681     1072.5665   ✗       
924   QFLDPAAVLR               -1.0000     NotChecked  -9.9688     1128.6291   ✗       
925   -17.027SELDPAAVLR        -1.0000     NotChecked  -9.9694     1052.5502   ✗       
926   -17.027QDLDPAAHLR        -1.0000     NotChecked  -9.9700     1117.5516   ✗       
927   -17.027QEVDPAAVGR        -1.0000     NotChecked  -9.9709     1023.4985   ✗       
928   -17.027QEVDPAAVLR        -1.0000     NotChecked  -9.9716     1079.5611   ✗       
929   +43.006QDLDPAAVLR        -1.0000     NotChecked  -9.9718     1139.5935   ✗       
930   -17.027ALLDPAAVLR        -1.0000     NotChecked  -9.9733     1020.5968   ✗       
931   -17.027HLDPAVGR          -1.0000     NotChecked  -9.9739     846.4348    ✗       
932   -17.027HLDPAVLR          -1.0000     NotChecked  -9.9745     902.4974    ✗       
933   +42.011DLDPAAVLR         -1.0000     NotChecked  -9.9749     1010.5397   ✗       
934   -17.027GALDPAAVLR        -1.0000     NotChecked  -9.9753     964.5342    ✗       
935   HHSDPAAVLR               -1.0000     NotChecked  -9.9766     1101.5679   ✗       
936   +42.011QSTDPAAVLR        -1.0000     NotChecked  -9.9774     1098.5669   ✗       
937   -17.027QELDWAAVGR        -1.0000     NotChecked  -9.9782     1126.5407   ✗       
938   QPLDPAAVGR               -1.0000     NotChecked  -9.9783     1022.5509   ✗       
939   QPLDPAAVLR               -1.0000     NotChecked  -9.9789     1078.6135   ✗       
940   QYSDPAAVGR               -1.0000     NotChecked  -9.9800     1062.5094   ✗       
941   SLDPAAVGR                -1.0000     NotChecked  -9.9806     884.4716    ✗       
942   QYSDPAAVLR               -1.0000     NotChecked  -9.9807     1118.5720   ✗       
943   -17.027QASEPAAVLR        -1.0000     NotChecked  -9.9807     1023.5349   ✗       
944   -17.027QFSDPAAVLK        -1.0000     NotChecked  -9.9809     1057.5444   ✗       
945   SLDPAAVLR                -1.0000     NotChecked  -9.9812     940.5342    ✗       
946   -17.027QATSPAAVLR        -1.0000     NotChecked  -9.9818     995.5400    ✗       
947   -17.027QHLDEAAVGR        -1.0000     NotChecked  -9.9824     1077.5203   ✗       
948   -17.027QYLTPAAVLR        -1.0000     NotChecked  -9.9847     1113.6182   ✗       
949   -17.027YLDPAAHLR         -1.0000     NotChecked  -9.9849     1037.5294   ✗       
950   -17.027FSSPAAVLR         -1.0000     NotChecked  -9.9855     929.4971    ✗       
951   +43.006YLDPAAVLR         -1.0000     NotChecked  -9.9868     1059.5713   ✗       
952   -17.027QSLDPAAALR        -1.0000     NotChecked  -9.9877     1023.5349   ✗       
953   QDLDPAAVGR               -1.0000     NotChecked  -9.9881     1040.5251   ✗       
954   +42.011QELSPAAVLR        -1.0000     NotChecked  -9.9882     1124.6190   ✗       
955   QDLDPAAVLR               -1.0000     NotChecked  -9.9887     1096.5877   ✗       
956   -17.027QHLPPAAVGR        -1.0000     NotChecked  -9.9889     1027.5563   ✗       
957   -17.027QYLDPAAYGR        -1.0000     NotChecked  -9.9894     1135.5298   ✗       
958   -17.027QHLPPAAVLR        -1.0000     NotChecked  -9.9895     1083.6189   ✗       
959   -17.027QPSDPAAVLK        -1.0000     NotChecked  -9.9911     1007.5288   ✗       
960   -17.027QHSSPAAVGR        -1.0000     NotChecked  -9.9933     991.4835    ✗       
961   -17.027SSDPAAVLK         -1.0000     NotChecked  -9.9934     869.4494    ✗       
962   -17.027QHSSPAAYLR        -1.0000     NotChecked  -9.9940     1111.5411   ✗       
963   -17.027PSSPAAVLR         -1.0000     NotChecked  -9.9957     879.4814    ✗       
964   -17.027Q+0.984HLDPAAVGR  -1.0000     NotChecked  -9.9976     1046.5145   ✗       
965   -17.027Q+0.984HLDPAAVLR  -1.0000     NotChecked  -9.9982     1102.5771   ✗       
966   -17.027QLEPAAVGR         -1.0000     NotChecked  -9.9983     922.4872    ✗       
967   -17.027QLEPAAVLR         -1.0000     NotChecked  -9.9989     978.5498    ✗       
968   -17.027QLLSPAAPLR        -1.0000     NotChecked  -9.9990     1047.6077   ✗       
969   -17.027HLSDPAAVLR        -1.0000     NotChecked  -9.9992     1060.5665   ✗       
970   -17.027QHLEPAAPLR        -1.0000     NotChecked  -9.9993     1113.5931   ✗       
971   -17.027HTDPAAVLR         -1.0000     NotChecked  -10.0005    961.4981    ✗       
972   -17.027QDSDPAAVLK        -1.0000     NotChecked  -10.0009    1025.5029   ✗       
973   -17.027GSSDPAAVLR        -1.0000     NotChecked  -10.0016    954.4771    ✗       
974   -17.027QHSDVAAVLR        -1.0000     NotChecked  -10.0019    1077.5567   ✗       
975   QHSDPAAVLK               -1.0000     NotChecked  -10.0030    1064.5615   ✗       
976   YLDPAAVGR                -1.0000     NotChecked  -10.0030    960.5029    ✗       
977   YLDPAAVLR                -1.0000     NotChecked  -10.0037    1016.5655   ✗       
978   -17.027ALEPAAVLR         -1.0000     NotChecked  -10.0037    921.5284    ✗       
979   -17.027FLDPAAVLK         -1.0000     NotChecked  -10.0039    955.5379    ✗       
980   -17.027DSSPAAVLR         -1.0000     NotChecked  -10.0055    897.4556    ✗       
981   -17.027QLLDPAVGR         -1.0000     NotChecked  -10.0056    950.5185    ✗       
982   -17.027QLLDPAVLR         -1.0000     NotChecked  -10.0063    1006.5811   ✗       
983   HSSPAAVLR                -1.0000     NotChecked  -10.0076    936.5141    ✗       
984   -17.027SALDPAAVLR        -1.0000     NotChecked  -10.0083    994.5447    ✗       
985   -17.027QAVDPAAVGR        -1.0000     NotChecked  -10.0098    965.4930    ✗       
986   -17.027QHDDPAAVGR        -1.0000     NotChecked  -10.0099    1047.4734   ✗       
987   -17.027QYLDPAAALR        -1.0000     NotChecked  -10.0102    1099.5662   ✗       
988   -17.027QAVDPAAVLR        -1.0000     NotChecked  -10.0105    1021.5556   ✗       
989   -17.027QHDDPAAVLR        -1.0000     NotChecked  -10.0106    1103.5360   ✗       
990   -17.027QHLDPAAVGK        -1.0000     NotChecked  -10.0116    1017.5243   ✗       
991   -17.027GFLDPAAVLR        -1.0000     NotChecked  -10.0122    1040.5655   ✗       
992   -17.027PLDPAAVLK         -1.0000     NotChecked  -10.0140    905.5222    ✗       
993   -17.027YSDPAAVLK         -1.0000     NotChecked  -10.0158    945.4807    ✗       
994   -17.027LSDWAAVLR         -1.0000     NotChecked  -10.0162    1012.5342   ✗       
995   -17.027HLSPAAVGR         -1.0000     NotChecked  -10.0162    889.4770    ✗       
996   -17.027HLSPAAYLR         -1.0000     NotChecked  -10.0170    1009.5345   ✗       
997   -17.027QALDWAAVGR        -1.0000     NotChecked  -10.0171    1068.5352   ✗       
998   -17.027HTDWAAVLR         -1.0000     NotChecked  -10.0175    1050.5247   ✗       
999   -17.027QFSEPAAVLR        -1.0000     NotChecked  -10.0175    1099.5662   ✗       
1000  -17.027QFTSPAAVLR        -1.0000     NotChecked  -10.0186    1071.5713   ✗       

Reranking Result:
--------------------------------------------------------------------------------
Top-1 Peptide: +42.011QELDPAAVLR
Similarity: 0.4002
De Novo Score: -8.8707
Source: Prosit
Correct: ✗

