================================================================================
Spectrum 180
================================================================================

Spectrum Information:
--------------------------------------------------------------------------------
Precursor m/z: 514.2235
Precursor charge: 2+
Ground truth: ETDDKIC+57.021F
Ground truth (normalized): ETDDKIC+57.021F

Beam Search Results:
--------------------------------------------------------------------------------
Total candidates: 1000
Passed mass check: 83
Used for reranking: 83

Candidate Statistics:
--------------------------------------------------------------------------------
Total candidates: 1000
Passed mass check: 83 (8.3%)
Database matches: 25 (2.5%)
Prosit predictions: 48 (4.8%)
Failed: 10 (1.0%)

Ground Truth Analysis:
--------------------------------------------------------------------------------
Ground truth found: ✓
Rank in beam search: 1/1000
Rank by similarity: 1/1000
Similarity: 0.8324
Source: Database
Passed mass check: ✓

All 1000 Candidates (sorted by similarity):
------------------------------------------------------------------------------------------------------------------------
Rank  Peptide                  Similarity  Source      BeamScore   Mass        Pass    Correct
------------------------------------------------------------------------------------------------------------------------
1     ETDDKLC+57.021F          0.8324      Database    -0.7390     1026.4328   ✓       ✓
2     ETDDKLC+57.021F          0.8324      Database    -4.7348     1026.4328   ✓       ✓
3     ETDDKLC+57.021F          0.8324      Database    -6.9100     1026.4328   ✓       ✓
4     ETDDKLC+57.021F          0.8324      Database    -7.0567     1026.4328   ✓       ✓
5     ETDDKLC+57.021F          0.8324      Database    -7.3797     1026.4328   ✓       ✓
6     ETDDKLC+57.021F          0.8324      Database    -7.7773     1026.4328   ✓       ✓
7     ETDDKLC+57.021F          0.8324      Database    -9.4916     1026.4328   ✓       ✓
8     ETDDKLC+57.021F          0.8324      Database    -10.1864    1026.4328   ✓       ✓
9     ETDDKLC+57.021F          0.8324      Database    -10.1962    1026.4328   ✓       ✓
10    ETDDKLC+57.021F          0.8324      Database    -10.4428    1026.4328   ✓       ✓
11    ETDDKLC+57.021F          0.8324      Database    -10.6983    1026.4328   ✓       ✓
12    ETDDKLC+57.021F          0.8324      Database    -11.0526    1026.4328   ✓       ✓
13    ETDDKLC+57.021F          0.8324      Database    -11.3755    1026.4328   ✓       ✓
14    ETDDKLC+57.021F          0.8324      Database    -11.7731    1026.4328   ✓       ✓
15    ETDDKLC+57.021F          0.8324      Database    -12.3191    1026.4328   ✓       ✓
16    ETDDKLC+57.021F          0.8324      Database    -12.9256    1026.4328   ✓       ✓
17    ETDDKLC+57.021F          0.8324      Database    -13.0432    1026.4328   ✓       ✓
18    ETDDKLC+57.021F          0.8324      Database    -13.2277    1026.4328   ✓       ✓
19    ETDDKLC+57.021F          0.8324      Database    -13.4874    1026.4328   ✓       ✓
20    ETDDKLC+57.021F          0.8324      Database    -13.5507    1026.4328   ✓       ✓
21    ETDDKLC+57.021F          0.8324      Database    -13.9483    1026.4328   ✓       ✓
22    ETDDKLC+57.021F          0.8324      Database    -14.0950    1026.4328   ✓       ✓
23    ETDDKLC+57.021F          0.8324      Database    -14.1920    1026.4328   ✓       ✓
24    ETDDKLC+57.021F          0.8324      Database    -14.4180    1026.4328   ✓       ✓
25    ETDDKLC+57.021F          0.8324      Database    -14.4386    1026.4328   ✓       ✓
26    Q+0.984TN+0.984DKLC+57.021F0.3968      Prosit      -9.7199     1026.4328   ✓       
27    Q+0.984TN+0.984DKLC+57.021F0.3968      Prosit      -13.7157    1026.4328   ✓       
28    ETN+0.984N+0.984KLC+57.021F0.3881      Prosit      -11.0947    1026.4328   ✓       
811   ETDLKLC+57.021F          -1.0000     NotChecked  -14.0474    1024.4899   ✗       
812   EDDKLC+57.021F           -1.0000     NotChecked  -14.0503    925.3851    ✗       
813   QTDDKLC+57.021M          -1.0000     NotChecked  -14.0506    1009.4209   ✗       
814   -17.027PVDDKLC+57.021F   -1.0000     NotChecked  -14.0509    975.4372    ✗       
815   +42.011LDDKLC+57.021F    -1.0000     NotChecked  -14.0519    951.4372    ✗       
816   QVDDKNC+57.021F          -1.0000     NotChecked  -14.0592    1024.4284   ✗       
817   DPMDKLC+57.021F          -1.0000     NotChecked  -14.0672    1024.4358   ✗       
818   -17.027PM+15.995DKLC+57.021F-1.0000     NotChecked  -14.0721    908.3772    ✗       
819   -17.027VDDRLC+57.021F    -1.0000     NotChecked  -14.0796    906.3906    ✗       
820   +42.011TDDKHC+57.021F    -1.0000     NotChecked  -14.0801    963.3756    ✗       
821   DLTDKLC+57.021F          -1.0000     NotChecked  -14.0815    1010.4743   ✗       
822   -17.027SMDKLC+57.021F    -1.0000     NotChecked  -14.0880    882.3616    ✗       
823   QSEDKLC+57.021F          -1.0000     NotChecked  -14.0975    1025.4488   ✗       
824   LVQDKLC+57.021F          -1.0000     NotChecked  -14.0984    1021.5267   ✗       
825   DTDDLLC+57.021F          -1.0000     NotChecked  -14.1120    997.4063    ✗       
826   ETDDKLC+57.021P          -1.0000     NotChecked  -14.1127    976.4172    ✗       
827   -17.027TDGDKLC+57.021F   -1.0000     NotChecked  -14.1142    937.3851    ✗       
828   +42.011VDDKLC+57.021F    -1.0000     NotChecked  -14.1158    937.4215    ✗       
829   -17.027MDDKLC+57.021F    -1.0000     NotChecked  -14.1160    910.3565    ✗       
830   QVDDKLC+57.021F          -1.0000     NotChecked  -14.1163    1023.4695   ✗       
831   QTDLKLC+57.021F          -1.0000     NotChecked  -14.1183    1023.5059   ✗       
832   Q+0.984PVDKLC+57.021F    -1.0000     NotChecked  -14.1214    1006.4794   ✗       
833   MLVDKLC+57.021F          -1.0000     NotChecked  -14.1227    1024.5086   ✗       
834   -17.027VDDKDC+57.021F    -1.0000     NotChecked  -14.1233    880.3273    ✗       
835   QVDDKVC+57.021F          -1.0000     NotChecked  -14.1260    1009.4539   ✗       
836   EVDN+0.984KLC+57.021F    -1.0000     NotChecked  -14.1346    1024.4535   ✗       
837   ETDDKVC+57.021F          -1.0000     NotChecked  -14.1443    1012.4172   ✗       
838   +42.011LDLKLC+57.021F    -1.0000     NotChecked  -14.1510    949.4943    ✗       
839   ETVSKLC+57.021F          -1.0000     NotChecked  -14.1513    982.4794    ✗       
840   QTDN+0.984KLC+57.021F    -1.0000     NotChecked  -14.1550    1025.4488   ✗       
841   QVDDKLC+57.021M+15.995   -1.0000     NotChecked  -14.1550    1023.4365   ✗       
842   -17.027QSDDKLC+57.021F   -1.0000     NotChecked  -14.1600    994.4066    ✗       
843   LPMDKLC+57.021F          -1.0000     NotChecked  -14.1617    1022.4929   ✗       
844   QVDDKLC+57.021F          -1.0000     NotChecked  -14.1639    1023.4695   ✗       
845   QTDDKLC+57.021F          -1.0000     NotChecked  -14.1660    1025.4488   ✗       
846   -17.027KMDKLC+57.021F    -1.0000     NotChecked  -14.1675    923.4245    ✗       
847   QDVDKLC+57.021F          -1.0000     NotChecked  -14.1724    1023.4695   ✗       
848   DTDDSLC+57.021F          -1.0000     NotChecked  -14.1726    971.3542    ✗       
849   M+15.995VDSKLC+57.021F   -1.0000     NotChecked  -14.1735    1014.4514   ✗       
850   QVDDKLC+57.021F          -1.0000     NotChecked  -14.1737    1023.4695   ✗       
851   LLTDKLC+57.021F          -1.0000     NotChecked  -14.1760    1008.5314   ✗       
852   ESDDLLC+57.021F          -1.0000     NotChecked  -14.1775    997.4063    ✗       
853   EVVDKLC+57.021F          -1.0000     NotChecked  -14.1785    1008.4950   ✗       
854   Q+0.984SDDKLC+57.021F    -1.0000     NotChecked  -14.1804    1012.4172   ✗       
855   TLDDKLC+57.021F          -1.0000     NotChecked  -14.1851    1010.4743   ✗       
856   EVTDKLC+57.021F          -1.0000     NotChecked  -14.1876    1010.4743   ✗       
857   -17.027TDDKLF            -1.0000     NotChecked  -14.1903    720.3330    ✗       
858   ETTDKLC+57.021F          -1.0000     NotChecked  -14.1907    1012.4535   ✗       
859   DPN+0.984DKLC+57.021F    -1.0000     NotChecked  -14.1923    1008.4222   ✗       
860   DLNDKLC+57.021F          -1.0000     NotChecked  -14.1988    1023.4695   ✗       
861   QVDN+0.984KLC+57.021F    -1.0000     NotChecked  -14.2055    1023.4695   ✗       
862   LTDDLLC+57.021F          -1.0000     NotChecked  -14.2065    995.4634    ✗       
863   QTN+0.984N+0.984KLC+57.021F-1.0000     NotChecked  -14.2081    1025.4488   ✗       
864   TVDDKHC+57.021F          -1.0000     NotChecked  -14.2101    1020.4335   ✗       
865   TTMDKLC+57.021F          -1.0000     NotChecked  -14.2126    1014.4514   ✗       
866   -17.027SN+0.984DKLC+57.021F-1.0000     NotChecked  -14.2131    866.3480    ✗       
867   DTDPKLC+57.021F          -1.0000     NotChecked  -14.2139    994.4430    ✗       
868   +42.011VQDKLC+57.021F    -1.0000     NotChecked  -14.2168    950.4532    ✗       
869   -17.027VDDKEC+57.021F    -1.0000     NotChecked  -14.2190    894.3429    ✗       
870   QPDDKLC+57.021F          -1.0000     NotChecked  -14.2199    1021.4539   ✗       
871   -17.027TDDKLC+57.021M    -1.0000     NotChecked  -14.2217    864.3357    ✗       
872   EADSKLC+57.021F          -1.0000     NotChecked  -14.2237    968.4273    ✗       
873   -17.027VDDKNC+57.021F    -1.0000     NotChecked  -14.2303    879.3433    ✗       
874   TTDDKLC+57.021F          -1.0000     NotChecked  -14.2321    998.4379    ✗       
875   EPDDKLF                  -1.0000     NotChecked  -14.2350    862.4072    ✗       
876   ESDDSLC+57.021F          -1.0000     NotChecked  -14.2382    971.3542    ✗       
877   -17.027TGDDKLC+57.021F   -1.0000     NotChecked  -14.2401    937.3851    ✗       
878   DPEDKLC+57.021F          -1.0000     NotChecked  -14.2477    1022.4379   ✗       
879   -17.027TMN+0.984KLC+57.021F-1.0000     NotChecked  -14.2541    896.3772    ✗       
880   EVDDKLC+57.021L          -1.0000     NotChecked  -14.2556    990.4692    ✗       
881   QTTDKLC+57.021F          -1.0000     NotChecked  -14.2617    1011.4695   ✗       
882   EPDDKLC+57.021M          -1.0000     NotChecked  -14.2664    1006.4100   ✗       
883   Q+0.984TDDKVC+57.021F    -1.0000     NotChecked  -14.2670    1012.4172   ✗       
884   LTDDSLC+57.021F          -1.0000     NotChecked  -14.2671    969.4113    ✗       
885   -17.027SEDKLC+57.021F    -1.0000     NotChecked  -14.2685    880.3637    ✗       
886   ESDPKLC+57.021F          -1.0000     NotChecked  -14.2795    994.4430    ✗       
887   +42.011PMDKLC+57.021F    -1.0000     NotChecked  -14.2801    951.4194    ✗       
888   -17.027VDDKMC+57.021F    -1.0000     NotChecked  -14.2809    896.3408    ✗       
889   DLLDKLC+57.021F          -1.0000     NotChecked  -14.2828    1022.5107   ✗       
890   -17.027TDGDKLC+57.021F   -1.0000     NotChecked  -14.2832    937.3851    ✗       
891   TLQDKLC+57.021F          -1.0000     NotChecked  -14.2861    1023.5059   ✗       
892   EVTLKLC+57.021F          -1.0000     NotChecked  -14.2866    1008.5314   ✗       
893   LPN+0.984DKLC+57.021F    -1.0000     NotChecked  -14.2868    1006.4794   ✗       
894   -17.027VDDKLC+57.021F    -1.0000     NotChecked  -14.2873    878.3844    ✗       
895   -17.027TDLKLC+57.021F    -1.0000     NotChecked  -14.2894    878.4208    ✗       
896   -17.027KN+0.984DKLC+57.021F-1.0000     NotChecked  -14.2926    907.4110    ✗       
897   LLNDKLC+57.021F          -1.0000     NotChecked  -14.2933    1021.5267   ✗       
898   +42.011LTDKLC+57.021F    -1.0000     NotChecked  -14.2944    937.4579    ✗       
899   ETMGKLC+57.021F          -1.0000     NotChecked  -14.2968    984.4409    ✗       
900   -17.027VDDKVC+57.021F    -1.0000     NotChecked  -14.2971    864.3688    ✗       
901   TTDGKLC+57.021F          -1.0000     NotChecked  -14.2999    940.4324    ✗       
902   TPDN+0.984KLC+57.021F    -1.0000     NotChecked  -14.3019    994.4430    ✗       
903   Q+0.984TDDKLC+57.021F    -1.0000     Failed      -14.3048    1026.4328   ✓       
904   EVNDKLC+57.021F          -1.0000     NotChecked  -14.3049    1023.4695   ✗       
905   ETNDKLC+57.021F          -1.0000     NotChecked  -14.3080    1025.4488   ✗       
906   LTDPKLC+57.021F          -1.0000     NotChecked  -14.3084    992.5001    ✗       
907   ELTN+0.984KLC+57.021F    -1.0000     NotChecked  -14.3131    1024.4899   ✗       
908   Q+0.984TDDKLC+57.021F    -1.0000     Failed      -14.3146    1026.4328   ✓       
909   EKDDSLC+57.021F          -1.0000     NotChecked  -14.3176    1012.4172   ✗       
910   +42.011TDDLLC+57.021F    -1.0000     NotChecked  -14.3249    924.3899    ✗       
911   -17.027QTDN+0.984KLC+57.021F-1.0000     NotChecked  -14.3260    1008.4222   ✗       
912   -17.027VDDKLC+57.021M+15.995-1.0000     NotChecked  -14.3261    878.3514    ✗       
913   QTDDLC+57.021F           -1.0000     NotChecked  -14.3293    897.3538    ✗       
914   EPDLKLC+57.021F          -1.0000     NotChecked  -14.3341    1020.4950   ✗       
915   -17.027VDDKLC+57.021F    -1.0000     NotChecked  -14.3349    878.3844    ✗       
916   -17.027TDDKLC+57.021F    -1.0000     NotChecked  -14.3370    880.3637    ✗       
917   TTN+0.984DKLC+57.021F    -1.0000     NotChecked  -14.3377    998.4379    ✗       
918   QLDGKLC+57.021F          -1.0000     NotChecked  -14.3402    979.4797    ✗       
919   LPEDKLC+57.021F          -1.0000     NotChecked  -14.3422    1020.4950   ✗       
920   DVDSKLC+57.021F          -1.0000     NotChecked  -14.3422    982.4430    ✗       
921   -17.027DVDKLC+57.021F    -1.0000     NotChecked  -14.3435    878.3844    ✗       
922   ETDN+0.984LLC+57.021F    -1.0000     NotChecked  -14.3436    1011.4219   ✗       
923   -17.027VDDKLC+57.021F    -1.0000     NotChecked  -14.3447    878.3844    ✗       
924   -17.027KEDKLC+57.021F    -1.0000     NotChecked  -14.3480    921.4266    ✗       
925   -17.027VDDKLC+57.021MF   -1.0000     NotChecked  -14.3486    1009.4249   ✗       
926   -17.027DVDDKLC+57.021F   -1.0000     NotChecked  -14.3496    993.4113    ✗       
927   -17.027ALDDKLC+57.021F   -1.0000     NotChecked  -14.3511    963.4372    ✗       
928   EVDDKLC+57.021F          -1.0000     NotChecked  -14.3515    1024.4535   ✗       
929   Q+0.984PDDKLC+57.021F    -1.0000     NotChecked  -14.3577    1022.4379   ✗       
930   QVDDALC+57.021F          -1.0000     NotChecked  -14.3625    966.4117    ✗       
931   -17.027VDDKC+57.021C+57.021F-1.0000     NotChecked  -14.3698    925.3310    ✗       
932   QVDDELC+57.021F          -1.0000     NotChecked  -14.3728    1024.4172   ✗       
933   ETVEKLC+57.021F          -1.0000     NotChecked  -14.3742    1024.4899   ✗       
934   -17.027VDN+0.984KLC+57.021F-1.0000     NotChecked  -14.3766    878.3844    ✗       
935   LLLDKLC+57.021F          -1.0000     NotChecked  -14.3773    1020.5678   ✗       
936   QTNDKLC+57.021F          -1.0000     NotChecked  -14.3790    1024.4648   ✗       
937   -17.027TN+0.984N+0.984KLC+57.021F-1.0000     NotChecked  -14.3792    880.3637    ✗       
938   ETDDALC+57.021F          -1.0000     NotChecked  -14.3808    969.3750    ✗       
939   +42.011TDDSLC+57.021F    -1.0000     NotChecked  -14.3855    898.3378    ✗       
940   ETDSKLC+57.021F          -1.0000     NotChecked  -14.3876    998.4379    ✗       
941   QVN+0.984DKLC+57.021F    -1.0000     NotChecked  -14.3883    1023.4695   ✗       
942   EVLDKLC+57.021F          -1.0000     NotChecked  -14.3889    1022.5107   ✗       
943   -17.027PDDKLC+57.021F    -1.0000     NotChecked  -14.3910    876.3688    ✗       
944   ETLDKLC+57.021F          -1.0000     NotChecked  -14.3921    1024.4899   ✗       
945   TTEDKLC+57.021F          -1.0000     NotChecked  -14.3932    1012.4535   ✗       
946   ETMKLC+57.021F           -1.0000     NotChecked  -14.4025    927.4194    ✗       
947   EVNLKLC+57.021F          -1.0000     NotChecked  -14.4039    1021.5267   ✗       
948   ETDN+0.984SLC+57.021F    -1.0000     NotChecked  -14.4042    985.3699    ✗       
949   QVDDTLC+57.021F          -1.0000     NotChecked  -14.4046    996.4222    ✗       
950   +42.011PN+0.984DKLC+57.021F-1.0000     NotChecked  -14.4052    935.4059    ✗       
951   TTDKLC+57.021F           -1.0000     NotChecked  -14.4056    883.4109    ✗       
952   +42.011LNDKLC+57.021F    -1.0000     NotChecked  -14.4117    950.4532    ✗       
953   EVDDKLC+57.021F          -1.0000     NotChecked  -14.4148    1024.4535   ✗       
954   EVDGKLC+57.021F          -1.0000     NotChecked  -14.4193    966.4481    ✗       
955   ETN+0.984GKLC+57.021F    -1.0000     NotChecked  -14.4219    968.4273    ✗       
956   ETDDTLC+57.021F          -1.0000     NotChecked  -14.4229    999.3855    ✗       
957   EPN+0.984N+0.984KLC+57.021F-1.0000     NotChecked  -14.4239    1022.4379   ✗       
958   -17.027LMDKLC+57.021F    -1.0000     NotChecked  -14.4241    908.4136    ✗       
959   +42.011TDPKLC+57.021F    -1.0000     NotChecked  -14.4268    921.4266    ✗       
960   -17.027TTDKLC+57.021F    -1.0000     NotChecked  -14.4328    866.3844    ✗       
961   -17.027TEN+0.984KLC+57.021F-1.0000     NotChecked  -14.4346    894.3793    ✗       
962   LVDSKLC+57.021F          -1.0000     NotChecked  -14.4368    980.5001    ✗       
963   -17.027LDDKLC+57.021F    -1.0000     NotChecked  -14.4435    892.4001    ✗       
964   QLDKLC+57.021F           -1.0000     NotChecked  -14.4459    922.4582    ✗       
965   EADEKLC+57.021F          -1.0000     NotChecked  -14.4465    1010.4379   ✗       
966   EVMDLLC+57.021F          -1.0000     NotChecked  -14.4518    1025.4562   ✗       
967   TVDDLLC+57.021F          -1.0000     NotChecked  -14.4549    981.4477    ✗       
968   +42.011SVDDKLC+57.021F   -1.0000     NotChecked  -14.4555    1024.4535   ✗       
969   Q+0.984PDLKLC+57.021F    -1.0000     NotChecked  -14.4568    1020.4950   ✗       
970   +42.011PEDKLC+57.021F    -1.0000     NotChecked  -14.4606    949.4215    ✗       
971   QTLDKLC+57.021F          -1.0000     NotChecked  -14.4630    1023.5059   ✗       
972   Q+0.984VDDKLC+57.021F    -1.0000     NotChecked  -14.4741    1024.4535   ✗       
973   LDDDKLC+57.021F          -1.0000     NotChecked  -14.4762    1024.4535   ✗       
974   ETEGKLC+57.021F          -1.0000     NotChecked  -14.4773    982.4430    ✗       
975   -17.027VSDDKLC+57.021F   -1.0000     NotChecked  -14.4775    965.4164    ✗       
976   EPTDKLC+57.021F          -1.0000     NotChecked  -14.4775    1008.4586   ✗       
977   EVLLKLC+57.021F          -1.0000     NotChecked  -14.4880    1020.5678   ✗       
978   -17.027PQDKLC+57.021F    -1.0000     NotChecked  -14.4919    889.4004    ✗       
979   +42.011LLDKLC+57.021F    -1.0000     NotChecked  -14.4957    949.4943    ✗       
980   -17.027TDDLC+57.021F     -1.0000     NotChecked  -14.5003    752.2687    ✗       
981   Q+0.984TDDALC+57.021F    -1.0000     NotChecked  -14.5034    969.3750    ✗       
982   -17.027LDGKLC+57.021F    -1.0000     NotChecked  -14.5113    834.3946    ✗       
983   ELVDKLC+57.021F          -1.0000     NotChecked  -14.5122    1022.5107   ✗       
984   EVMDSLC+57.021F          -1.0000     NotChecked  -14.5124    999.4042    ✗       
985   -17.027TDDKLLC+57.021F   -1.0000     NotChecked  -14.5128    993.4477    ✗       
986   ELDDLLC+57.021F          -1.0000     NotChecked  -14.5136    1023.4583   ✗       
987   EVDLKLC+57.021F          -1.0000     NotChecked  -14.5139    1022.5107   ✗       
988   TVDDSLC+57.021F          -1.0000     NotChecked  -14.5155    955.3957    ✗       
989   +42.011GVDDKLC+57.021F   -1.0000     NotChecked  -14.5218    994.4430    ✗       
990   -17.027EDN+0.984KLC+57.021F-1.0000     NotChecked  -14.5220    908.3586    ✗       
991   EVDKLC+57.021F           -1.0000     NotChecked  -14.5250    909.4266    ✗       
992   -17.027VDDKFC+57.021F    -1.0000     NotChecked  -14.5252    912.3688    ✗       
993   ETN+0.984KLC+57.021F     -1.0000     NotChecked  -14.5276    911.4059    ✗       
994   QVDDKC+57.021F           -1.0000     NotChecked  -14.5311    910.3855    ✗       
995   -17.027VDDALC+57.021F    -1.0000     NotChecked  -14.5335    821.3266    ✗       
996   ETDSKLC+57.021F          -1.0000     NotChecked  -14.5343    998.4379    ✗       
997   TTDTKLC+57.021F          -1.0000     NotChecked  -14.5364    984.4586    ✗       
998   Q+0.984VDGKLC+57.021F    -1.0000     NotChecked  -14.5419    966.4481    ✗       
999   -17.027VDDELC+57.021F    -1.0000     NotChecked  -14.5439    879.3320    ✗       
1000  EPDDLC+57.021F           -1.0000     NotChecked  -14.5451    894.3429    ✗       

Reranking Result:
--------------------------------------------------------------------------------
Top-1 Peptide: ETDDKLC+57.021F
Similarity: 0.8324
De Novo Score: -0.7390
Source: Database
Correct: ✓

